,wtp_none,wtp_dev,wtp_treateff,woa_none,woa_dev,woa_treateff,g1_sticky_none,g1_sticky_dev,g1_sticky_treateff,g1_predonly_none,g1_predonly_dev,g1_predonly_treateff
"('mig_prolific', 'single weighted rel', 'dev_task_cluster')",0.306758059768358,0.009957809363620776,0.06866677589644593,0.09998523415955524,0.13216436718535404,0.15503501755080637,0.2226195754663575,0.023693066583645325,0.1095879818183903,0.1812376522689389,0.04250801823845974,0.0575359083305187
"('mig_prolific', 'single weighted rel', 'stage_cluster')",0.2284033188967193,0.32375384025843124,0.5428154719280727,0.2775951720010076,0.16605516597433226,0.350071643043951,0.5387886518275027,0.03815955135636866,0.02163628133892248,0.18418774233286386,0.08354665210268493,0.09538623958561615
"('mig_prolific', 'single weighted rel', 'dev_stage_cluster')",0.15157423641465137,0.04776794229842609,0.18177592524427302,0.21996186345250182,0.11220186190305133,0.31626286686944854,0.3968340218691681,0.021206652595758733,0.22267121119717181,0.4705889095745265,0.005918858439195127,0.23497688100810088
"('mig_prolific', 'single weighted abs', 'robust')",0.18427187448700588,0.058187474193960254,0.1694062252157046,0.3146835182868527,0.09827368851354143,0.2826666499243279,0.13439893837285555,0.00842670791156051,0.10975853226651429,0.34642776407467357,0.02882189873874905,0.11009768165456504
"('mig_prolific', 'single weighted abs', 'dev_cluster')",0.08250804931733963,0.009227239065811518,0.031767967810309515,0.1345904433413071,0.025629003064736103,0.24178491075372194,0.01804170195076504,0.0022848080712941227,0.07521902861745802,0.05330034609665382,0.007611762648571033,0.21813846619505806
"('mig_prolific', 'single weighted abs', 'task_cluster')",0.33070532466122915,0.005495237197864451,0.09835006311144354,0.29442975393631277,0.42974735196976327,0.06308123406089386,0.13770751000683432,0.02586693166297407,0.0634477787702999,0.5856311954018187,0.05749390112025041,0.09395383207908528
"('mig_prolific', 'single weighted abs', 'dev_task_cluster')",0.13003007274772113,0.018574225628654788,0.008382957406675714,0.3710164016889895,0.06959621335122139,0.08075786462666722,0.15397381411774935,0.024116411530682936,0.11424719741085809,0.20489479253240478,0.03232106485294605,0.06207421756451138
"('mig_prolific', 'single weighted abs', 'stage_cluster')",0.12358063207968356,0.3778691557475266,0.47124208273430995,0.3265526448675019,0.2307311962266251,0.20505596888884073,0.4646997729707533,0.012506984230346078,0.21032856650274198,0.27287145138572616,0.04323071668582872,0.15589648970928524
"('mig_prolific', 'single weighted abs', 'dev_stage_cluster')",0.01929796059341595,0.05317413061639697,0.2816005606775853,0.32240253379998607,0.039466492416995874,0.20778947864973946,0.32064035082768555,0.03884676480630032,0.29667939743795585,0.43525004004175766,0.02634947694556678,0.30084109870959413
"('sex_prolific', 'aggregated', 'robust')",0.49063454863403677,0.6157920497898235,0.8901963374170093,0.06363172501951816,0.06517859066788971,0.3884160837251942,0.08844064672612376,0.00046861215274607466,0.4001078231489763,0.0683654242836835,0.005184580504467176,0.2949079162754673
"('sex_prolific', 'aggregated', 'dev_cluster')",0.4637133300118055,0.0631115909404465,0.7106912519042687,0.01100512200780929,0.07864190491193102,0.48045428145719815,0.051843308607934485,0.08122613158421253,0.503240204489144,0.0882082852700534,0.07624259145970785,0.42248089087066787
"('sex_prolific', 'aggregated', 'task_cluster')",0.5776527586049653,0.8584751934795704,0.9682286664425471,0.4001447016798919,0.13584436861226523,0.44869609114654846,0.051933015310588616,0.0940049004599672,0.523097204368128,0.2319915117374783,0.028836356037473133,0.5104611413329119
"('sex_prolific', 'aggregated', 'dev_task_cluster')",0.4551050150695501,0.7464485056140617,0.9207315261788749,0.10340546303260681,0.19844816304850052,0.3511161388096463,0.005028236614659297,0.01048319298986336,0.397114741434966,0.017913012752037716,0.04118409202127778,0.33260472028335986
"('sex_prolific', 'aggregated', 'stage_cluster')",0.5433568856312988,0.8000393926864469,0.9621442558438373,0.06477615522362051,0.0069835627828202405,0.3075355892118575,0.5406373668049855,0.033419897125468924,0.07958989276402066,0.5184653105179208,0.2607019948925892,0.14369135459958501
"('sex_prolific', 'aggregated', 'dev_stage_cluster')",0.44352341852533295,0.6457400511148553,0.9227892050527249,0.07769778077134434,0.1308707382191171,0.308199609630222,0.14763692398796338,0.026400572061604493,0.3581112693605018,0.1383900308364553,0.09723643916372249,0.2965036600316995
"('sex_prolific', 'aggregated weighted', 'robust')",0.3109120910524773,0.9021897150982141,0.896541994590677,0.23457971265834154,0.24932241775898267,0.17524617428085865,0.578832995893681,0.0009632725138497088,0.09409864672824424,0.7534882033551074,0.022417827866864047,0.06423108727145854
"('sex_prolific', 'aggregated weighted', 'dev_cluster')",0.34332146225899396,0.7356445670815033,0.876269872081145,0.03190786543444011,0.17486896050128622,0.15388937311614098,0.5136198621399124,0.07946270110287873,0.23179729153412473,0.5810342855841417,0.13941901452924327,0.18616694013096635
"('sex_prolific', 'aggregated weighted', 'task_cluster')",0.49209734661027277,0.9580495361914982,0.9684982919097276,0.45543345175296696,0.3454372776630775,0.3644814395455547,0.6430462005906693,0.04990485182249064,0.13680444271278677,0.6407156416543989,0.17290085539032057,0.12142963492325988
"('sex_prolific', 'aggregated weighted', 'dev_task_cluster')",0.29651933980873335,0.9324103484340567,0.9246031620326093,0.2623890529409869,0.285300945571877,0.2091642787948564,0.42890054678071016,0.011293517095640077,0.06636361666795167,0.4461003477958921,0.045932817444561035,0.05753848912015492
"('sex_prolific', 'aggregated weighted', 'stage_cluster')",0.08921390965630659,0.9260661967676306,0.9426341735121591,0.007666145892420332,0.4594880340778475,0.20208149453045768,0.7961885040256168,0.04620965197515056,0.12359246799321294,0.8790182517962098,0.08097510081642321,0.22407937149687943
"('sex_prolific', 'aggregated weighted', 'dev_stage_cluster')",0.1421229272786438,0.9003544177223125,0.9226973935436974,0.3076854551389209,0.2661564919160302,0.13518860238334082,0.6472418186270379,0.0479319619827641,0.08911711163148232,0.7157594391350641,0.18326973532639235,0.1089468653550771
"('sex_prolific', 'single', 'robust')",0.18671717866950677,0.14423661149867958,0.07693290315751422,0.09802715759339757,0.035770359418189866,0.1908669890060759,0.08312411084825332,0.011356971785373452,0.4524227204262924,0.06091330535767433,0.011735483053847006,0.372226901287798
"('sex_prolific', 'single', 'dev_cluster')",0.018478739135097642,0.0728991934814869,0.0341959549101212,0.03527253044329559,0.0010704959403619678,0.06690556504482999,0.03493676512088955,0.002866750451738072,0.4028190896126844,0.03571547567552509,0.04373110217964001,0.3579475303880615
"('sex_prolific', 'single', 'task_cluster')",0.08246283816522453,0.3241000875980407,0.17820310954230675,0.18692592237883696,0.3370679300930796,0.16467031105128355,0.08863315796451178,0.014030703319982013,0.07918159234669327,0.0379273811450169,0.08453256835271929,0.39768291871849865
"('sex_prolific', 'single', 'dev_task_cluster')",0.10348751120816904,0.07361858693498033,0.12051755348700034,0.03303754130742545,0.019053307801520432,0.03099434613063228,0.007070277183900493,0.024475778526023124,0.3131845845149488,0.02529316267641095,0.02226168332258929,0.290224542002775
"('sex_prolific', 'single', 'stage_cluster')",0.17256244238620355,0.29080111981517565,0.2700068650907045,0.015896042966592992,0.1632000891938643,0.03556141889618634,0.24171840988866222,0.07518230784090285,0.39812356105636,0.004906008938253713,0.04556105983867178,0.54597005414041
"('sex_prolific', 'single', 'dev_stage_cluster')",0.006534309503612142,0.10124395139955523,0.09648262588855358,0.008245779140637987,0.04107991991889073,0.1572584072250827,0.0794945659860006,0.02723663740881178,0.4250240834316128,0.06535686006133684,0.04237795742825775,0.41672286823968463
"('sex_prolific', 'single weighted rel', 'robust')",0.40998477817249535,0.13714443840806476,0.2029304319425015,0.14563081531561223,0.11065354022052322,0.45276178789305377,0.2988830976997193,0.003721215114317802,0.28064712884791787,0.33657047377479943,0.022584773809423624,0.2922905676343981
"('sex_prolific', 'single weighted rel', 'dev_cluster')",0.18338474843067845,0.0211697707864578,0.005219029111021251,0.06499599695795995,0.0784085461611014,0.2957367347641202,0.06507641802789202,0.013354413705710293,0.27573354740609457,0.06353026546199904,0.0008654539889901519,0.3279762944840512
"('sex_prolific', 'single weighted rel', 'task_cluster')",0.14433681274653065,0.03662695597826426,0.10848184670238638,0.1820947993765811,0.4660196414387962,0.3943181760896436,0.1387290431218771,0.09600753768128441,0.39169895984268177,0.2101997434436001,0.07989654480600081,0.3140912582174352
"('sex_prolific', 'single weighted rel', 'dev_task_cluster')",0.34150034762172216,0.019117675068768287,0.12209606273326512,0.03618803359787232,0.11944397012429456,0.1552831883802366,0.11768710844282151,0.021192171060913274,0.3008702468927359,0.13505028121178433,0.038406248694957956,0.22702946555768616
"('sex_prolific', 'single weighted rel', 'stage_cluster')",0.10941662045358967,0.3837198677454842,0.4403970900936154,0.10393532101951851,0.10922340429978464,0.08657712457006014,0.6682876458691526,0.09940962267314098,0.20483079548370614,0.1558609568290329,0.0916794612418026,0.018386207807130184
"('sex_prolific', 'single weighted rel', 'dev_stage_cluster')",0.08164207774435296,0.08037619395224437,0.2617229737394788,0.1461171275546456,0.11332319641440997,0.31724026535955685,0.3652566119885997,0.02614947344967687,0.35931378005693054,0.44264587166791947,0.006449710148360855,0.36857918734258166
"('sex_prolific', 'single weighted abs', 'robust')",0.2428542838653166,0.11397986846213518,0.16555273477434018,0.21596793459866837,0.08572521735777222,0.2377664809252411,0.13680269811312387,0.009138146375228041,0.1020880086047277,0.7114360144932861,0.03205218987235417,0.22459981207776025
"('sex_prolific', 'single weighted abs', 'dev_cluster')",0.04126697399509567,0.023579768481404344,0.02871407141373354,0.19723433400678417,0.024595945079540885,0.21252964360468699,0.09512937529306328,0.015215919248952353,0.17512608116018943,0.46583471216106875,0.010889755863324186,0.23069872789038212
"('sex_prolific', 'single weighted abs', 'task_cluster')",0.06344296907517852,0.06510877860623901,0.13937346280455387,0.11107062577972197,0.40474173882238423,0.10876665371210231,0.2444799805726283,0.03600145222315245,0.18731740006107206,0.6626704163147221,0.0020700871357157147,0.12446239332476557
"('sex_prolific', 'single weighted abs', 'dev_task_cluster')",0.14747380167900837,0.04086943645646915,0.011249728523620259,0.27018049133145294,0.053576871202492084,0.044512887348859075,0.12458952610749037,0.022461528703670162,0.1675384080877329,0.4914377077528742,0.022806673126880134,0.11848727002288
"('sex_prolific', 'single weighted abs', 'stage_cluster')",0.03687107068818245,0.45062652892352295,0.2439502618848979,0.10825153000312321,0.17645890315061172,0.01581706684138516,0.5267405657240944,0.06743378919781785,0.18386297098912782,0.7104677273168256,0.12804840659984554,0.2644488063624042
"('sex_prolific', 'single weighted abs', 'dev_stage_cluster')",0.0014549891294491897,0.11792432856770572,0.316432191636484,0.31477545231576926,0.04111171035083507,0.19704075895794154,0.2990557253533725,0.03930617838207487,0.2735248528567352,0.7392600890427364,0.02306091788427413,0.3700478647817693
"('sex_only_bin', 'aggregated', 'robust')",0.3024516651700948,0.8792981565235627,0.9309081915084103,0.07232175638683137,0.09572389221973603,0.3532743167781225,0.2305502176744465,0.00030273682356132543,0.3289336925292343,0.18033575411794167,0.002608449817847194,0.21837759656423605
"('sex_only_bin', 'aggregated', 'dev_cluster')",0.44753066111053275,0.6390980716471452,0.7816907233351127,0.022485564177790334,0.08330428852245615,0.5565795458640336,0.18391557386225227,0.07481656778394556,0.42676276850404204,0.12019433830448811,0.08493813622955945,0.3351204513663626
"('sex_only_bin', 'aggregated', 'task_cluster')",0.2585414351621842,0.9429493013212881,0.9760435068770593,0.4439808625117439,0.19231165357049865,0.5328935096234786,0.15154135549084746,0.06471116975748022,0.37643857424206606,0.08646812294200473,0.029596619133402703,0.35149522363803254
"('sex_only_bin', 'aggregated', 'dev_task_cluster')",0.3649271060465707,0.900609040366188,0.9432368610995296,0.15356890615350308,0.22899906016711136,0.40081547752547875,0.07686548452814729,0.0073293622077107694,0.28077131404364564,0.04361148864066512,0.03455990832032839,0.20977127288232927
"('sex_only_bin', 'aggregated', 'stage_cluster')",0.5321276397433945,0.9460422273756747,0.9800049747749144,0.00024956806096789667,0.01140286382288408,0.15671286869301188,0.6006582181801974,0.03242792686695707,0.1570697333355049,0.5606044635623757,0.24488240660229144,0.22814354722917837
"('sex_only_bin', 'aggregated', 'dev_stage_cluster')",0.3669448886063616,0.8919877586092206,0.9554013474156023,0.03105598340102491,0.1919305491689936,0.3661480442856404,0.23223941747091248,0.021246286752756003,0.3256122207900102,0.21079936996325624,0.08945590085570011,0.2618154252098089
"('sex_only_bin', 'aggregated weighted', 'robust')",0.2563085924303419,0.7783974000049196,0.8178978711320026,0.3226885561176215,0.36244120537408187,0.1604279233525039,0.2886983962654861,0.0007074689177000845,0.05900242906263406,0.4259489302102669,0.017643998418359935,0.04308555296265051
"('sex_only_bin', 'aggregated weighted', 'dev_cluster')",0.3989593991167486,0.27773491061591626,0.4633571445417688,0.10324660764867614,0.337357676661983,0.2326150170868141,0.09638769092018618,0.0658159528849332,0.213882669458549,0.22898017807697513,0.17683613660243203,0.1752091118688877
"('sex_only_bin', 'aggregated weighted', 'task_cluster')",0.32885531705182397,0.8826804170768674,0.9358610227451818,0.6036783901349903,0.5068067938548567,0.4999787082462396,0.6146035657348332,0.1043353470073525,0.016934760263675398,0.6027169698100631,0.25253807068433987,0.011860338626991866
"('sex_only_bin', 'aggregated weighted', 'dev_task_cluster')",0.24946720582965645,0.8056101539718499,0.8427357450112782,0.41207400191691335,0.42781888506491844,0.25527851278003166,0.225343556508667,0.008230321633879453,0.04899957011350795,0.24625252860745409,0.06010215954402855,0.04165603262934236
"('sex_only_bin', 'aggregated weighted', 'stage_cluster')",0.2331045457381796,0.8548753328993587,0.9157069019240329,0.1738813887250348,0.5262046707574008,0.2777220041686178,0.582813175100646,0.04778098565790419,0.14424984373637514,0.6606729881355164,0.04858918138141423,0.24806173502493445
"('sex_only_bin', 'aggregated weighted', 'dev_stage_cluster')",0.1917279876548602,0.7691281858382837,0.8580464492665999,0.32239414052259735,0.41832230384319,0.1347652134545531,0.2914216865915541,0.04090650955367217,0.07491487542660553,0.28897397484155657,0.1878088251750383,0.11158484451585367
"('sex_only_bin', 'single', 'robust')",0.08635156551961758,0.15807904338971224,0.06600642264528735,0.09583497600687678,0.07521312472421175,0.3061880595847548,0.10184758650463889,0.00840643405220184,0.19534862375138073,0.0703179390958787,0.021061412204259344,0.13907773773919196
"('sex_only_bin', 'single', 'dev_cluster')",0.11678361758906272,0.06835031670823492,0.01774057672564225,0.012906316445576002,0.004016206644002147,0.18596013872006942,0.03490473492450899,0.027845673814942944,0.31887623851318503,0.029243628955440137,0.04006669385148532,0.19266681038589933
"('sex_only_bin', 'single', 'task_cluster')",0.14848904013281866,0.32623056721338967,0.19130680353706353,0.16655970669766318,0.41691417869031744,0.17429636735977477,0.010353652431444822,0.011725506329234721,0.20513753834007395,0.07131662705515396,0.17336537244027855,0.1217844174408529
"('sex_only_bin', 'single', 'dev_task_cluster')",0.12296401069525552,0.07122097194647943,0.04667719602602219,0.03112681179425032,0.0544268183263224,0.09753507425628233,0.00932966872843831,0.02660720556282711,0.11116738480863302,0.02459981521036865,0.029098120868140977,0.055145732712459275
"('sex_only_bin', 'single', 'stage_cluster')",0.286505210629611,0.44850080011589316,0.42040080311526457,0.1077000438401016,0.17906769189367266,0.09911398802118838,0.24177572084689133,0.00910584493254153,0.19689268730181583,0.03795002028456498,0.011032925229640765,0.35052459461858604
"('sex_only_bin', 'single', 'dev_stage_cluster')",0.048191112381889785,0.125443719146907,0.09171071334929395,0.006673589370182746,0.06625054631316264,0.2754383054872136,0.079327973370828,0.0565117268895814,0.2658564296101886,0.06779589365918755,0.06619423350460511,0.211315753197527
"('sex_only_bin', 'single weighted rel', 'robust')",0.23190026914230089,0.14543653302574175,0.20216926658687384,0.21751307064506809,0.16902079267811831,0.5911717021380472,0.24084576342038178,0.002617403531437225,0.17810414278832776,0.3535422124431239,0.012559069820260872,0.09814962850750068
"('sex_only_bin', 'single weighted rel', 'dev_cluster')",0.27974012746377663,0.026667742546688376,0.010619177325168228,0.0870320646380089,0.13858353213638563,0.4858197948165113,0.11287152223995497,0.003986353284165626,0.1292556862727863,0.1485178861400271,0.0016155841903211343,0.17046624044238093
"('sex_only_bin', 'single weighted rel', 'task_cluster')",0.33149938062488843,0.028510662547910744,0.09852760305135473,0.17879460860432767,0.5449096816880764,0.541618486217238,0.32721252582586313,0.145426248806196,0.12332878868486045,0.2666075576474092,0.11341466317641095,0.08395646022006527
"('sex_only_bin', 'single weighted rel', 'dev_task_cluster')",0.2855859300739388,0.01826451058109351,0.108303152165707,0.042768113017898644,0.21596105006469765,0.41534640880916923,0.20116574299841336,0.024538537190610624,0.08479973277898349,0.16596991810657086,0.051158625915309806,0.04271592719549576
"('sex_only_bin', 'single weighted rel', 'stage_cluster')",0.25161906311228743,0.4020732583521426,0.5559023233341489,0.28237812747135965,0.12947641971233825,0.2463875796324786,0.404191496349074,0.059161282343931275,0.05535538583213442,0.05507057385121269,0.03437459135024,0.020723728626019188
"('sex_only_bin', 'single weighted rel', 'dev_stage_cluster')",0.14968476145954387,0.08014782583550677,0.19415068146901665,0.13781624908978213,0.1226999043288395,0.3607427904856326,0.31309305897960005,0.03347225615822211,0.18645589194335915,0.4679436549575604,0.008824946298008077,0.2112068288616673
"('sex_only_bin', 'single weighted abs', 'robust')",0.1750375128112962,0.11475182393143013,0.15841287194976272,0.33930671055337513,0.16728588681323486,0.3618516098381326,0.12666996435310043,0.007114557134302181,0.11281050808946154,0.34953373013728084,0.03256994191388986,0.09371758143019049
"('sex_only_bin', 'single weighted abs', 'dev_cluster')",0.09734472410927464,0.03197394839556913,0.011632208424567051,0.13521117990128528,0.07857941108785567,0.3949856954572615,0.004544760577335615,0.008280102447636687,0.05369901209486683,0.04886700278645991,0.003567360043555338,0.18866248012746673
"('sex_only_bin', 'single weighted abs', 'task_cluster')",0.24899323626383152,0.07895332247144411,0.16081111578205312,0.06734568742185043,0.4922994075251419,0.2339475997593862,0.23397517688948025,0.07139175778481771,0.06921272301876344,0.5859268357866807,0.029744108710619804,0.07944451612021901
"('sex_only_bin', 'single weighted abs', 'dev_task_cluster')",0.1118376769968225,0.031822561883777044,0.008173272539984172,0.4061058952000045,0.13267424350114873,0.16793136827938684,0.16887485872742006,0.021537633447043993,0.08445376871878758,0.17461309402456093,0.033406591768578124,0.04290981024068556
"('sex_only_bin', 'single weighted abs', 'stage_cluster')",0.13534534101030565,0.45842683869701284,0.4736118112850339,0.20827097670663866,0.21682887996332226,0.16208098978911548,0.5147955961359063,0.022213110725280396,0.17391259814780172,0.6271524840974685,0.08914234809127264,0.15792493342974592
"('sex_only_bin', 'single weighted abs', 'dev_stage_cluster')",0.022640537913778524,0.11490098551467602,0.3006671806585504,0.3204558763479724,0.0494405769491948,0.25767608997975083,0.2929904538254667,0.061767028198517156,0.27451430434552576,0.4234633841919552,0.03610995493107879,0.26728794842607906
"('sexonlybin_mig_prolific', 'aggregated', 'robust')",0.16950102214517304,0.594934296628029,0.676436255200929,0.08276497554564072,0.11310620433533092,0.34359843037306503,0.5312072635476937,0.00033418031338446736,0.22515609022814864,0.4463689438213809,0.002569864480695599,0.16841771286244112
"('sexonlybin_mig_prolific', 'aggregated', 'dev_cluster')",0.2930663462100591,0.33687510961017764,0.18648970511611976,0.06090915205417796,0.09649734114930941,0.594332204012385,0.4817334159144797,0.05390143105364042,0.20622107894658862,0.44831215394438284,0.06153678089844921,0.16423191999230582
"('sexonlybin_mig_prolific', 'aggregated', 'task_cluster')",0.026021808798920423,0.7996420435682187,0.8731816439632645,0.32414202492363375,0.11322948138636273,0.2979477855311365,0.18503864800988637,0.051581884115845876,0.39758292561664393,0.4076449504722559,0.03401429074669879,0.3942324777888359
"('sexonlybin_mig_prolific', 'aggregated', 'dev_task_cluster')",0.2187668165191909,0.6182266821523615,0.7041596215970238,0.09864854183852488,0.2593620526767651,0.4041641766522761,0.3157605514986173,0.005515992510791691,0.17270509789857114,0.3081395682573762,0.028295508152300756,0.13840423207464475
"('sexonlybin_mig_prolific', 'aggregated', 'stage_cluster')",0.3854370502740308,0.8405136904720955,0.9028475912163005,0.019604078996161012,0.040295279580783376,0.13107863029476596,0.8075467661767726,0.017996035370617305,0.03943579237394427,0.7630358882686233,0.23920404794897596,0.14512368909815165
"('sexonlybin_mig_prolific', 'aggregated', 'dev_stage_cluster')",0.24113944376831506,0.6623908676249564,0.7988536532030106,0.10222164254782092,0.18718993624830968,0.3855801884996862,0.6038474877379632,0.022685119312159586,0.14936370600971768,0.5281959162012952,0.08848072205089672,0.1412004457514311
"('sexonlybin_mig_prolific', 'aggregated weighted', 'robust')",0.17117651302846904,0.8846475672106804,0.8670302481932803,0.3035531909365332,0.3134118531935648,0.1565103929616294,0.24652955997442694,0.0012946029430828654,0.0456345176969202,0.3127353204339509,0.014113413797716932,0.03605812448704409
"('sexonlybin_mig_prolific', 'aggregated weighted', 'dev_cluster')",0.2491188204452153,0.7381863950577503,0.7612902354143519,0.17737801951225438,0.2907221348276842,0.28907443756174694,0.15614250030219717,0.06594993562168769,0.15531572788336973,0.2810581755104626,0.16377493945005847,0.12299952592116027
"('sexonlybin_mig_prolific', 'aggregated weighted', 'task_cluster')",0.11461879475745569,0.9385685340978444,0.9491886764938694,0.5392457352563349,0.4254651197737908,0.44924711211772483,0.5530161692056087,0.11924119752663848,0.02504219551204305,0.54633222635518,0.2518040380047433,0.019112499443004295
"('sexonlybin_mig_prolific', 'aggregated weighted', 'dev_task_cluster')",0.12381924038817732,0.8873334056312994,0.87633450455696,0.38805437767852025,0.3746053612242545,0.26184841636078154,0.18989170286422866,0.00816603306608483,0.02549401805307592,0.24222285606040447,0.05652692474340647,0.02250316464182473
"('sexonlybin_mig_prolific', 'aggregated weighted', 'stage_cluster')",0.18423465536596823,0.9439556154178345,0.9412081748946478,0.2974368725414575,0.5246144775385688,0.33664283866931577,0.5984638801598101,0.03330249543871113,0.12118400285051574,0.6140263974229653,0.04717041875455803,0.2213050303265918
